epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
138,2851.84,1.42234,0.83376,1.05878,0.05778,0.46336,0.06552,0.02664,2.04776,3.85801,1.46464,0.000247503,0.000247503,0.000247503
139,2868.93,1.38795,0.84261,1.07978,0.05645,0.44397,0.06216,0.02599,2.04185,3.88833,1.46111,0.000243696,0.000243696,0.000243696
140,2886.1,1.48759,0.87841,1.10986,0.05624,0.38885,0.05674,0.02491,2.06705,3.95406,1.47392,0.00023989,0.00023989,0.00023989
141,2903.57,1.46123,0.8367,1.04282,0.05915,0.38023,0.05946,0.02419,2.09085,3.98829,1.48656,0.000236083,0.000236083,0.000236083
142,2920.85,1.45007,0.8423,1.05643,0.06867,0.44951,0.07236,0.02752,2.10776,4.00774,1.49533,0.000232276,0.000232276,0.000232276
143,2939.33,1.38779,0.83353,1.08638,0.07254,0.46028,0.0898,0.03179,2.11957,3.96858,1.50091,0.00022847,0.00022847,0.00022847
144,2956.63,1.36697,0.83232,1.06834,0.07427,0.42457,0.0889,0.03203,2.11813,3.96993,1.50447,0.000224663,0.000224663,0.000224663
145,2974.35,1.4574,0.81997,1.06069,0.08294,0.46028,0.10437,0.03513,2.11925,3.95367,1.50988,0.000220857,0.000220857,0.000220857
146,2991.79,1.43982,0.84404,1.07448,0.08938,0.46244,0.11747,0.03974,2.11859,3.96455,1.51213,0.00021705,0.00021705,0.00021705
147,3009.48,1.43258,0.83635,1.06458,0.08518,0.4181,0.10864,0.03756,2.12621,3.9722,1.52187,0.000213244,0.000213244,0.000213244
148,3031.03,1.44321,0.83561,1.06765,0.08799,0.36515,0.10269,0.03534,2.12992,4.02721,1.52825,0.000209437,0.000209437,0.000209437
149,3056.96,1.4489,0.8268,1.05854,0.08353,0.37716,0.09896,0.03348,2.14152,4.06556,1.54144,0.000205631,0.000205631,0.000205631
150,3082.6,1.30628,0.79508,1.04992,0.0782,0.36638,0.09681,0.03176,2.14941,4.08233,1.54637,0.000201824,0.000201824,0.000201824
151,3109.53,1.37371,0.82849,1.05328,0.07985,0.32851,0.08614,0.03178,2.13914,4.10686,1.54315,0.000198018,0.000198018,0.000198018
152,3139.32,1.44688,0.8158,1.06742,0.08412,0.34914,0.13548,0.03429,2.11718,4.14345,1.53307,0.000194211,0.000194211,0.000194211
153,3166.28,1.42448,0.80927,1.09431,0.08752,0.37623,0.11585,0.03522,2.10646,4.17336,1.52759,0.000190404,0.000190404,0.000190404
154,3184.7,1.42298,0.82252,1.06095,0.0886,0.33405,0.11316,0.04068,2.10323,4.18327,1.52523,0.000186598,0.000186598,0.000186598
155,3202,1.37509,0.81127,1.05064,0.10044,0.33621,0.13972,0.04572,2.10785,4.20093,1.52581,0.000182791,0.000182791,0.000182791
156,3219.55,1.35016,0.81086,1.04044,0.10683,0.43688,0.16697,0.04715,2.12534,4.22098,1.53378,0.000178985,0.000178985,0.000178985
157,3237.84,1.46913,0.85608,1.06201,0.09744,0.45967,0.20482,0.05236,2.13719,4.25596,1.54493,0.000175178,0.000175178,0.000175178
158,3255.77,1.33313,0.79941,1.04874,0.08754,0.48676,0.2304,0.05636,2.12971,4.29566,1.54578,0.000171372,0.000171372,0.000171372
159,3273.6,1.34873,0.7986,1.04485,0.08828,0.52248,0.29649,0.06537,2.11383,4.30849,1.54065,0.000167565,0.000167565,0.000167565
160,3291.52,1.35146,0.82891,1.06222,0.08624,0.48676,0.24219,0.05878,2.10097,4.31517,1.53352,0.000163759,0.000163759,0.000163759
161,3309.52,1.36093,0.80884,1.03722,0.07589,0.41318,0.16249,0.05193,2.08748,4.3153,1.52725,0.000159952,0.000159952,0.000159952
162,3327.75,1.36807,0.79665,1.04195,0.07348,0.41749,0.13552,0.04103,2.08676,4.29061,1.51791,0.000156145,0.000156145,0.000156145
163,3346.56,1.45084,0.80685,1.03758,0.07614,0.39255,0.11117,0.03941,2.0925,4.25352,1.5186,0.000152339,0.000152339,0.000152339
164,3364.48,1.32289,0.79429,1.05783,0.06829,0.3947,0.09354,0.03374,2.09779,4.23967,1.51578,0.000148532,0.000148532,0.000148532
165,3382.08,1.27009,0.80343,1.03763,0.06608,0.40333,0.10071,0.03581,2.09989,4.23407,1.51413,0.000144726,0.000144726,0.000144726
166,3400.39,1.31991,0.79863,1.04258,0.05817,0.36761,0.08708,0.03078,2.09872,4.23948,1.51212,0.000140919,0.000140919,0.000140919
167,3418.51,1.29067,0.7687,1.01767,0.0519,0.36761,0.06163,0.02349,2.09751,4.23834,1.5089,0.000137113,0.000137113,0.000137113
168,3437.65,1.45889,0.81564,1.04896,0.05055,0.37192,0.06053,0.02263,2.08927,4.22484,1.50482,0.000133306,0.000133306,0.000133306
169,3456.42,1.41609,0.81721,1.06474,0.0516,0.38054,0.06064,0.02076,2.07415,4.2178,1.49798,0.0001295,0.0001295,0.0001295
170,3475.02,1.36269,0.7974,1.03377,0.04925,0.3827,0.05859,0.01861,2.07308,4.20985,1.4983,0.000125693,0.000125693,0.000125693
171,3493.4,1.33733,0.78515,1.04492,0.04475,0.31558,0.0525,0.01671,2.07971,4.1941,1.50132,0.000121887,0.000121887,0.000121887
172,3512.73,1.338,0.79868,1.04208,0.04369,0.38916,0.05017,0.01532,2.08415,4.19642,1.50275,0.00011808,0.00011808,0.00011808
173,3534.04,1.30377,0.78823,1.02398,0.03996,0.38701,0.04922,0.0135,2.08774,4.20425,1.50491,0.000114273,0.000114273,0.000114273
174,3553.05,1.33619,0.79255,1.02236,0.04118,0.42272,0.0477,0.01297,2.09306,4.21979,1.50925,0.000110467,0.000110467,0.000110467
175,3571.97,1.41618,0.81095,1.06596,0.04359,0.42272,0.05319,0.01397,2.08871,4.22673,1.50773,0.00010666,0.00010666,0.00010666
176,3591.18,1.37303,0.79101,1.06392,0.04287,0.38485,0.03443,0.01337,2.09051,4.22955,1.51024,0.000102854,0.000102854,0.000102854
177,3609.78,1.42319,0.81293,1.02785,0.04396,0.3556,0.03757,0.01401,2.09336,4.19931,1.50767,9.90472e-05,9.90472e-05,9.90472e-05
178,3628.59,1.31412,0.78343,1.04838,0.04827,0.43134,0.0373,0.01481,2.09986,4.17529,1.51093,9.52406e-05,9.52406e-05,9.52406e-05
179,3647.07,1.33752,0.78271,1.04827,0.04865,0.29064,0.036,0.01558,2.11771,4.16947,1.51894,9.14341e-05,9.14341e-05,9.14341e-05
180,3666.62,1.38031,0.79589,1.05156,0.05329,0.33282,0.04183,0.0171,2.13051,4.14919,1.5239,8.76275e-05,8.76275e-05,8.76275e-05
